,topic,model_name,summ_sent,sent_label,exp,type,category
1275,Russia probe updates,Model-Extra,The hearing revealed little new information on Russia investigation.,no,"No information about ""Russia investigation"" is mentioned in the document.",Extrinsic Information,marginal
1277,Russia probe updates,model_A,He faced questions about the Russia probe and his role in the Department of Justice.,no,"No information about ""Russia probe"" is present in the document.",Extrinsic Information,marginal
1278,Russia probe updates,model_A,Some lawmakers criticized his appointment by President Trump and his statements about the probe.,no,"No information about ""Russia probe"" is present in the document.",Extrinsic Information,marginal
1280,Russia probe updates,model_B,Democrats questioned his qualifications and how he became head of the Department of Justice.,no,"According to the document, the question about Attorney General's qualifications are raised by John and Hakeem Jeffries, who is a democrat. However, it is not said that ""democrats"" in general share this concern.",Mis-Referencing,marginal
1290,Trump's health,model_C,"He has high blood pressure and a waist size of 40 inches, which puts him at risk for heart disease and other health issues.",no,"Donald Trump's waist size is never mentioned in the document, nor does it say that he has high blood pressure.",Extrinsic Information,marginal
1294,Trump's health,model_E,His weight and cholesterol levels are higher than recommended.,no,His cholesterol and weight are never mentioned in the document.,Extrinsic Information,marginal
1301,Whitaker's qualifications,model_A,He has also been criticized for his past statements and actions that some have deemed as anti-DOJ or anti-Mueller.,no,No mention of anti-DOJ or anti-Mueller,Extrinsic Information,main
1302,Whitaker's qualifications,model_B,The document discusses the controversy surrounding Acting Attorney General Matt Whitaker's qualifications and his past criticism of the Mueller investigation.,no,No mention of the Mueller investigation in the text.,Extrinsic Information,main
1307,Whitaker's qualifications,model_D,Critics argue that his previous political views and lack of experience in law enforcement make him an unsuitable candidate for the position.,no,Nothing about lack of experience in law enforcement in the text.,Extrinsic Information,main
1308,Whitaker's qualifications,model_E,Whitaker's qualifications are not clear as he has no prior experience as an AG and has made controversial statements regarding the Russia investigation.,no,No mention of Russia in the text.,Extrinsic Information,main
1309,Whitaker's qualifications,model_E,He was appointed by the President with no legal precedent.,no,The issue isn't legal precedence - rather that there may have been many others who would have been more qualified/deserving.,Reasoning Error,main
1310,Rock and Roll Hall of Fame Induction,model_A,"Steve Jones, guitarist for the Sex Pistols, refused to attend the Rock and Roll Hall of Fame induction ceremony, calling the institution ""rubbish."" The band was inducted despite Jones' absence.",no,"It is Johnnie Lydon, a.k.a. Johnny Rotten, called the institution ""rubbish"", not Steve Jones.",Mis-Referencing,main
1313,Rock and Roll Hall of Fame Induction,Model-Extra,"The Sex Pistols guitarist Steve Jones said the band will not attend their Rock and Roll Hall of Fame induction; they called the Hall ""rubbish"" and ""a piss stain"" in a statement.",no,"The document does not suggest that ""rubbish"" and ""a piss stain"" are collective opinions of the whole band.",Mis-Referencing,main
1324,Sex Pistols' Disdain for the Rock and Roll Hall of Fame,model_B,Jones explained that the band was not interested in being inducted and that they were the ones who called the shots when they first started.,no,The document does not say that the band was not interested in being inducted. It was Jones' opinion.,Mis-Referencing,main
1326,Sex Pistols' Disdain for the Rock and Roll Hall of Fame,model_C,"The Sex Pistols express disdain for the Rock and Roll Hall of Fame, calling it a ""piss stain"" and saying they don't want to be inducted into it.",no,These statements are made by Johnnie Lyden and do not represent the opinion of all the members of the Sex Pistols.,Mis-Referencing,main
1327,Sex Pistols' Disdain for the Rock and Roll Hall of Fame,model_D,"The Sex Pistols have declined to attend the Rock and Roll Hall of Fame induction ceremony, with guitarist Steve Jones stating that the museum and the award are ""rubbish.""",no,"The documents states that it was the lead singer, Johnnie Lyden, who called the Rock and Roll of Fame ""rubbish"", not Steve Jones.",Mis-Referencing,main
1329,Sex Pistols' Disdain for the Rock and Roll Hall of Fame,model_D,The Sex Pistols feel that the hall of fame is not voted by fans and that they were not wanted as inductees.,no,"1. The statement that ""the hall of fame is not voted by fans"" is made by Steve Jones, but does not say that the Sex Pistols feel that way.
2. The document doesn't say that the Sex Pistols feel they were not wanted as inductees, it is Steve Jones who thinks that.",Mis-Referencing,main
